amount,failure_reason,payment_method,customer_success_rate,previous_attempts,hours_since_failure,intervention,recovered,recovered_amount
3533.79,insufficient_funds,card,0.831,2,60.4,request_alternative_payment,0,0.0
11963.94,expired_card,card,0.897,1,2.79,retry_now,1,11963.94
4393.55,insufficient_funds,card,0.645,0,17.81,request_alternative_payment,1,4393.55
8727.71,insufficient_funds,card,0.789,2,3.3,request_card_update,0,0.0
5882.66,insufficient_funds,upi,0.69,0,43.47,retry_later,1,5882.66
1628.7,network_error,upi,0.753,1,0.25,retry_now,1,1628.7
4650.21,network_error,card,0.914,0,15.72,retry_later,1,4650.21
1860.67,expired_card,card,0.611,1,42.44,request_alternative_payment,0,0.0
4585.69,network_error,netbanking,0.91,1,5.14,retry_now,1,4585.69
2754.77,card_declined,card,0.929,1,25.79,request_alternative_payment,0,0.0
6787.0,expired_card,netbanking,0.652,0,45.5,request_alternative_payment,0,0.0
1708.4,expired_card,upi,0.686,1,7.96,request_alternative_payment,0,0.0
5059.15,network_error,card,0.661,1,7.11,request_alternative_payment,1,5059.15
7904.01,card_declined,card,0.556,2,51.11,request_card_update,0,0.0
10334.77,network_error,card,0.705,0,7.11,request_alternative_payment,1,10334.77
2713.13,insufficient_funds,upi,0.614,2,49.39,retry_now,0,0.0
5071.51,expired_card,wallet,0.847,4,15.89,request_alternative_payment,1,5071.51
5793.61,expired_card,card,0.895,1,27.59,retry_later,0,0.0
17238.39,network_error,wallet,0.662,2,37.04,request_alternative_payment,0,0.0
1528.63,insufficient_funds,card,0.563,2,2.64,request_alternative_payment,1,1528.63
2412.24,insufficient_funds,card,0.936,3,37.8,retry_later,0,0.0
47134.63,expired_card,upi,0.704,0,8.76,retry_now,0,0.0
4018.71,expired_card,wallet,0.711,0,44.4,retry_later,0,0.0
1101.47,network_error,upi,0.672,1,2.84,retry_now,0,0.0
3137.41,expired_card,netbanking,0.726,0,8.29,retry_later,0,0.0
545.71,card_declined,upi,0.439,0,11.7,retry_now,0,0.0
6062.82,expired_card,netbanking,0.959,3,57.33,request_alternative_payment,1,6062.82
9556.92,insufficient_funds,netbanking,0.788,2,14.96,request_alternative_payment,0,0.0
2411.16,insufficient_funds,upi,0.537,0,35.89,retry_later,0,0.0
3431.02,card_declined,upi,0.632,0,2.76,request_alternative_payment,1,3431.02
10468.4,insufficient_funds,upi,0.685,1,1.98,retry_later,0,0.0
1232.77,card_declined,wallet,0.606,1,0.25,request_alternative_payment,0,0.0
1737.04,network_error,upi,0.871,0,26.92,request_alternative_payment,1,1737.04
4165.96,insufficient_funds,card,0.79,2,2.37,request_card_update,0,0.0
2738.94,network_error,netbanking,0.319,3,15.08,request_alternative_payment,0,0.0
3952.48,insufficient_funds,upi,0.867,1,29.17,request_alternative_payment,0,0.0
1819.27,network_error,upi,0.932,1,4.18,retry_later,1,1819.27
5935.13,insufficient_funds,upi,0.716,0,41.84,retry_now,1,5935.13
4437.32,network_error,card,0.489,4,25.52,request_card_update,0,0.0
7758.51,card_declined,card,0.783,1,4.88,request_alternative_payment,1,7758.51
5869.43,card_declined,card,0.459,0,26.22,retry_later,0,0.0
5899.04,insufficient_funds,netbanking,0.647,1,55.77,request_alternative_payment,1,5899.04
1572.07,insufficient_funds,upi,0.821,0,5.83,retry_later,1,1572.07
7415.05,card_declined,netbanking,0.977,1,1.58,request_card_update,0,0.0
3837.21,insufficient_funds,card,0.535,0,6.27,retry_later,0,0.0
4376.11,insufficient_funds,wallet,0.878,1,36.74,request_card_update,1,4376.11
11565.76,network_error,card,0.863,2,91.88,request_alternative_payment,1,11565.76
2811.98,insufficient_funds,card,0.826,0,13.84,request_alternative_payment,1,2811.98
14737.35,insufficient_funds,wallet,0.552,0,3.62,retry_now,0,0.0
15879.33,insufficient_funds,upi,0.341,0,51.39,request_card_update,0,0.0
9130.91,card_declined,wallet,0.805,1,9.63,retry_later,1,9130.91
2281.75,card_declined,upi,0.61,0,43.21,retry_now,0,0.0
869.71,network_error,card,0.663,1,0.64,retry_now,1,869.71
11852.11,card_declined,card,0.911,2,9.09,retry_later,0,0.0
5465.99,card_declined,netbanking,0.851,4,19.29,request_card_update,0,0.0
2754.62,card_declined,upi,0.447,4,30.86,retry_later,1,2754.62
12785.19,insufficient_funds,upi,0.405,0,23.14,retry_later,1,12785.19
2509.77,network_error,card,0.674,2,46.67,retry_later,0,0.0
3561.26,insufficient_funds,card,0.906,2,3.73,retry_now,0,0.0
7609.14,network_error,netbanking,0.848,2,0.38,retry_later,0,0.0
2051.47,card_declined,wallet,0.661,0,18.1,retry_later,1,2051.47
4580.71,card_declined,card,0.756,0,28.98,retry_later,0,0.0
11950.2,card_declined,card,0.704,0,4.58,retry_later,0,0.0
5919.94,expired_card,card,0.732,0,5.26,request_card_update,0,0.0
13563.45,card_declined,card,0.781,2,1.33,request_card_update,0,0.0
12382.94,card_declined,netbanking,0.712,2,25.51,request_card_update,0,0.0
5031.05,expired_card,upi,0.822,1,13.97,request_alternative_payment,0,0.0
771.09,card_declined,card,0.945,1,19.68,retry_now,0,0.0
2064.36,card_declined,netbanking,0.735,1,0.75,retry_later,1,2064.36
9208.3,insufficient_funds,netbanking,0.699,0,33.39,request_alternative_payment,1,9208.3
1446.63,insufficient_funds,card,0.481,1,3.19,request_card_update,0,0.0
3850.04,network_error,wallet,0.743,0,5.86,request_alternative_payment,1,3850.04
6554.96,insufficient_funds,upi,0.9,0,1.98,request_alternative_payment,1,6554.96
16201.35,insufficient_funds,card,0.811,2,4.95,request_card_update,0,0.0
3156.37,insufficient_funds,netbanking,0.796,1,9.43,retry_now,0,0.0
2988.13,expired_card,card,0.765,1,15.22,request_card_update,1,2988.13
4794.56,card_declined,wallet,0.868,2,14.24,retry_later,0,0.0
6620.48,card_declined,upi,0.684,1,11.97,request_card_update,0,0.0
4419.56,expired_card,wallet,0.732,0,3.31,request_alternative_payment,1,4419.56
11575.06,card_declined,card,0.791,2,8.27,request_card_update,1,11575.06
2638.27,network_error,card,0.69,0,4.5,request_card_update,0,0.0
5504.5,network_error,netbanking,0.881,0,2.18,retry_later,1,5504.5
7139.25,card_declined,netbanking,0.833,4,13.52,request_alternative_payment,0,0.0
3630.07,network_error,netbanking,0.897,2,4.31,retry_later,1,3630.07
9788.48,expired_card,card,0.89,1,0.41,request_alternative_payment,0,0.0
5632.79,insufficient_funds,upi,0.819,0,14.45,request_alternative_payment,0,0.0
9398.17,insufficient_funds,card,0.81,1,0.29,retry_now,0,0.0
5839.94,network_error,card,0.932,1,44.79,request_alternative_payment,1,5839.94
6756.88,card_declined,upi,0.679,0,8.6,retry_later,0,0.0
3014.77,card_declined,upi,0.641,0,12.65,request_card_update,0,0.0
3018.68,insufficient_funds,upi,0.611,1,13.85,retry_now,0,0.0
13315.85,network_error,card,0.709,3,22.75,retry_later,0,0.0
8313.21,network_error,netbanking,0.386,0,4.36,retry_later,0,0.0
2205.75,expired_card,wallet,0.533,3,3.36,retry_later,0,0.0
5778.41,card_declined,card,0.555,1,15.72,request_card_update,0,0.0
748.58,expired_card,netbanking,0.814,0,2.02,request_alternative_payment,1,748.58
3159.1,card_declined,netbanking,0.851,3,15.74,request_card_update,1,3159.1
10786.12,card_declined,card,0.889,0,50.8,request_alternative_payment,0,0.0
4523.66,network_error,upi,0.792,2,8.65,retry_now,0,0.0
5494.61,card_declined,wallet,0.915,1,6.47,retry_now,1,5494.61
447.68,card_declined,upi,0.437,0,7.61,retry_later,1,447.68
3653.32,insufficient_funds,card,0.541,2,42.33,request_card_update,0,0.0
6553.87,card_declined,upi,0.412,1,23.07,request_card_update,0,0.0
7254.85,network_error,netbanking,0.825,2,67.84,retry_now,1,7254.85
10797.58,insufficient_funds,upi,0.746,1,5.76,retry_now,0,0.0
4225.9,network_error,card,0.843,2,0.68,retry_later,1,4225.9
4379.41,insufficient_funds,card,0.844,0,14.97,retry_now,1,4379.41
1722.44,insufficient_funds,netbanking,0.64,1,21.09,retry_now,0,0.0
4245.33,network_error,upi,0.885,1,18.5,retry_now,1,4245.33
1822.44,insufficient_funds,wallet,0.796,3,31.02,retry_later,0,0.0
1140.13,expired_card,card,0.767,3,5.76,request_alternative_payment,0,0.0
2098.65,expired_card,netbanking,0.705,1,23.49,retry_later,0,0.0
16716.33,card_declined,card,0.68,0,17.19,request_card_update,1,16716.33
4026.87,card_declined,netbanking,0.902,1,3.14,request_card_update,1,4026.87
5961.61,insufficient_funds,netbanking,0.701,2,17.68,request_card_update,1,5961.61
3315.61,network_error,card,0.715,0,3.16,request_alternative_payment,0,0.0
1193.63,insufficient_funds,card,0.31,4,8.87,retry_now,1,1193.63
10573.26,expired_card,wallet,0.837,1,32.46,request_card_update,0,0.0
879.57,expired_card,netbanking,0.756,1,18.96,request_card_update,0,0.0
3207.86,insufficient_funds,upi,0.441,1,9.11,request_card_update,0,0.0
4786.24,network_error,card,0.85,3,16.37,retry_now,1,4786.24
6012.43,card_declined,wallet,0.855,1,37.45,request_alternative_payment,0,0.0
2796.2,card_declined,upi,0.469,0,4.94,request_alternative_payment,0,0.0
1149.2,insufficient_funds,card,0.957,2,23.71,retry_now,1,1149.2
2634.16,network_error,upi,0.792,0,14.06,request_card_update,1,2634.16
2746.79,insufficient_funds,card,0.836,1,2.84,retry_now,1,2746.79
2693.83,expired_card,netbanking,0.833,0,21.14,retry_later,1,2693.83
10864.33,card_declined,netbanking,0.714,2,8.52,retry_now,0,0.0
1893.74,card_declined,card,0.829,3,8.01,retry_later,0,0.0
6361.23,expired_card,card,0.863,2,15.97,retry_later,0,0.0
5675.03,network_error,card,0.897,0,18.91,request_alternative_payment,1,5675.03
10781.18,card_declined,card,0.87,0,3.88,request_alternative_payment,1,10781.18
4494.85,card_declined,wallet,0.781,3,26.14,request_card_update,0,0.0
9415.36,card_declined,netbanking,0.801,1,0.73,retry_now,0,0.0
4356.47,insufficient_funds,card,0.685,0,39.97,request_alternative_payment,0,0.0
7077.72,expired_card,card,0.694,1,12.62,request_alternative_payment,0,0.0
1502.43,insufficient_funds,card,0.97,2,4.84,request_card_update,0,0.0
605.81,card_declined,upi,0.72,2,4.08,request_alternative_payment,0,0.0
6763.06,network_error,card,0.796,1,2.19,request_alternative_payment,1,6763.06
7059.57,card_declined,card,0.769,1,9.94,retry_now,1,7059.57
7314.36,expired_card,wallet,0.409,0,2.13,retry_later,0,0.0
3285.41,insufficient_funds,upi,0.738,3,0.6,retry_now,0,0.0
16464.65,insufficient_funds,netbanking,0.922,2,5.96,request_card_update,1,16464.65
3460.92,card_declined,card,0.655,3,4.2,retry_now,1,3460.92
7001.62,card_declined,card,0.815,0,23.72,request_card_update,0,0.0
8045.77,expired_card,netbanking,0.982,0,5.46,request_card_update,0,0.0
19775.23,card_declined,netbanking,0.781,1,9.02,request_alternative_payment,0,0.0
3879.92,insufficient_funds,upi,0.64,1,9.96,retry_now,0,0.0
2965.02,insufficient_funds,upi,0.89,0,18.78,retry_now,0,0.0
1508.21,card_declined,card,0.763,2,18.59,retry_later,0,0.0
17310.82,card_declined,upi,0.494,0,5.92,retry_now,0,0.0
7004.6,insufficient_funds,card,0.83,0,12.91,request_card_update,1,7004.6
7184.22,card_declined,card,0.495,2,20.82,retry_now,0,0.0
50000.0,expired_card,upi,0.81,0,7.79,request_card_update,1,50000.0
6484.88,card_declined,card,0.77,3,29.85,retry_later,0,0.0
1763.99,network_error,card,0.949,1,2.75,retry_later,0,0.0
4274.7,insufficient_funds,card,0.938,1,37.96,retry_now,1,4274.7
2292.43,network_error,card,0.811,0,30.39,retry_later,1,2292.43
3642.77,insufficient_funds,netbanking,0.712,1,1.33,request_alternative_payment,1,3642.77
3623.23,card_declined,wallet,0.795,3,21.84,request_card_update,0,0.0
3126.2,insufficient_funds,card,0.655,2,3.74,retry_later,1,3126.2
1640.19,insufficient_funds,card,0.822,0,3.11,request_alternative_payment,1,1640.19
17875.65,insufficient_funds,netbanking,0.628,0,9.9,retry_now,0,0.0
6350.39,insufficient_funds,card,0.853,0,22.77,retry_later,0,0.0
4174.77,expired_card,upi,0.842,2,28.03,request_card_update,1,4174.77
9166.43,insufficient_funds,card,0.931,1,4.38,retry_now,1,9166.43
7288.46,expired_card,upi,0.467,1,6.58,request_alternative_payment,0,0.0
6233.83,card_declined,card,0.572,3,9.77,retry_now,0,0.0
8648.94,insufficient_funds,upi,0.613,1,3.79,retry_later,0,0.0
5565.49,card_declined,upi,0.577,1,64.53,retry_later,1,5565.49
8547.3,insufficient_funds,card,0.82,0,23.77,retry_later,0,0.0
9133.31,network_error,card,0.758,2,43.38,request_alternative_payment,0,0.0
5695.14,insufficient_funds,upi,0.914,1,52.94,retry_now,1,5695.14
4191.77,expired_card,wallet,0.933,3,14.53,retry_later,0,0.0
17009.23,insufficient_funds,upi,0.795,0,16.06,request_alternative_payment,1,17009.23
3411.38,insufficient_funds,card,0.701,0,11.38,retry_later,0,0.0
6837.96,insufficient_funds,upi,0.595,0,6.25,request_card_update,0,0.0
6962.68,network_error,card,0.875,2,34.48,request_card_update,0,0.0
3070.35,card_declined,netbanking,0.828,1,8.73,request_alternative_payment,0,0.0
2620.01,expired_card,netbanking,0.909,0,5.09,retry_now,0,0.0
3767.29,card_declined,card,0.82,0,9.91,retry_now,0,0.0
3372.53,insufficient_funds,upi,0.813,0,23.04,request_alternative_payment,1,3372.53
1557.27,network_error,upi,0.761,1,17.88,request_alternative_payment,1,1557.27
2969.05,card_declined,card,0.789,0,16.62,retry_now,1,2969.05
6186.79,network_error,upi,0.795,1,12.19,retry_now,1,6186.79
13765.88,card_declined,upi,0.699,2,6.09,request_card_update,0,0.0
7790.86,network_error,upi,0.842,1,10.57,request_card_update,1,7790.86
624.88,insufficient_funds,upi,0.789,2,6.62,retry_now,1,624.88
8351.83,expired_card,upi,0.855,1,9.54,request_alternative_payment,1,8351.83
3199.25,insufficient_funds,upi,0.889,0,15.5,request_alternative_payment,0,0.0
7184.33,network_error,upi,0.741,4,10.57,request_alternative_payment,1,7184.33
4943.78,insufficient_funds,upi,0.786,0,31.95,retry_later,0,0.0
4285.72,network_error,upi,0.752,3,11.17,request_card_update,0,0.0
4607.33,expired_card,upi,0.91,3,8.28,request_alternative_payment,0,0.0
4911.1,expired_card,card,0.715,0,4.41,request_card_update,1,4911.1
14657.64,card_declined,upi,0.767,0,12.03,retry_later,1,14657.64
4921.97,card_declined,upi,0.807,0,0.82,request_alternative_payment,1,4921.97
11915.82,network_error,card,0.851,1,26.2,request_card_update,0,0.0
10605.39,card_declined,card,0.819,1,96.0,retry_later,1,10605.39
8525.61,card_declined,upi,0.763,3,0.39,retry_later,0,0.0
1197.39,insufficient_funds,card,0.473,4,25.01,request_card_update,0,0.0
12215.97,card_declined,card,0.899,1,10.0,retry_later,0,0.0
3466.4,card_declined,card,0.907,0,2.5,retry_now,1,3466.4
8864.19,network_error,upi,0.31,4,42.88,request_alternative_payment,0,0.0
2296.56,insufficient_funds,wallet,0.919,1,3.26,retry_later,1,2296.56
1937.46,card_declined,netbanking,0.656,1,60.42,retry_now,0,0.0
24301.76,network_error,wallet,0.65,1,28.31,retry_later,1,24301.76
2325.31,card_declined,wallet,0.75,2,0.25,request_alternative_payment,1,2325.31
12507.43,expired_card,card,0.66,1,12.27,request_card_update,0,0.0
5496.84,insufficient_funds,card,0.871,0,21.2,retry_later,1,5496.84
3572.77,card_declined,card,0.75,1,29.55,retry_now,0,0.0
4823.86,card_declined,card,0.302,1,77.7,retry_later,0,0.0
1765.73,card_declined,netbanking,0.762,1,28.74,request_alternative_payment,1,1765.73
4945.28,network_error,netbanking,0.689,0,5.7,request_alternative_payment,1,4945.28
2102.75,insufficient_funds,upi,0.831,0,15.13,request_alternative_payment,0,0.0
3644.0,card_declined,netbanking,0.579,0,59.15,retry_now,0,0.0
10482.19,insufficient_funds,upi,0.951,1,4.86,request_card_update,0,0.0
6127.52,card_declined,card,0.573,1,36.06,retry_later,0,0.0
1527.61,network_error,card,0.826,0,41.46,request_card_update,0,0.0
9881.15,insufficient_funds,wallet,0.853,1,16.09,request_alternative_payment,1,9881.15
4971.68,card_declined,upi,0.845,1,16.96,retry_later,0,0.0
3240.38,card_declined,card,0.845,1,4.26,request_card_update,1,3240.38
9086.4,network_error,card,0.672,2,3.33,retry_now,1,9086.4
4373.98,insufficient_funds,netbanking,0.581,3,16.42,request_card_update,0,0.0
1967.79,card_declined,netbanking,0.558,0,28.63,request_card_update,1,1967.79
21926.27,network_error,upi,0.821,2,3.94,retry_later,0,0.0
4931.33,card_declined,wallet,0.631,0,7.56,retry_now,0,0.0
4684.83,network_error,card,0.465,1,2.39,retry_later,1,4684.83
3615.95,card_declined,wallet,0.715,3,29.0,request_card_update,0,0.0
12850.86,expired_card,upi,0.868,3,7.3,retry_now,0,0.0
3285.55,insufficient_funds,upi,0.892,1,3.9,request_alternative_payment,0,0.0
1452.74,insufficient_funds,wallet,0.842,2,25.54,retry_now,0,0.0
2905.18,card_declined,netbanking,0.562,1,3.14,retry_now,0,0.0
14452.36,card_declined,card,0.825,1,12.89,retry_later,1,14452.36
9729.32,card_declined,netbanking,0.938,1,23.11,retry_now,1,9729.32
4077.26,insufficient_funds,upi,0.375,1,28.49,request_alternative_payment,0,0.0
14999.88,insufficient_funds,card,0.837,0,14.78,retry_now,1,14999.88
9095.61,network_error,upi,0.928,2,36.38,request_card_update,0,0.0
4039.68,insufficient_funds,upi,0.758,0,3.65,retry_later,0,0.0
4378.52,network_error,upi,0.923,0,4.84,request_card_update,1,4378.52
6507.09,card_declined,card,0.631,1,4.08,retry_later,0,0.0
2570.06,insufficient_funds,card,0.909,0,14.04,retry_later,1,2570.06
5018.05,network_error,card,0.732,0,24.18,retry_now,1,5018.05
6399.68,expired_card,netbanking,0.943,1,0.25,request_alternative_payment,0,0.0
1296.75,network_error,card,0.786,1,23.17,request_card_update,1,1296.75
4297.28,insufficient_funds,upi,0.773,3,6.92,request_card_update,0,0.0
3923.53,card_declined,upi,0.778,1,0.67,request_alternative_payment,1,3923.53
11380.4,expired_card,card,0.647,2,0.79,retry_now,0,0.0
1143.21,card_declined,card,0.683,1,19.02,retry_now,1,1143.21
3684.86,insufficient_funds,card,0.91,1,1.27,retry_now,1,3684.86
3400.88,insufficient_funds,netbanking,0.561,0,4.7,retry_now,1,3400.88
10777.87,network_error,wallet,0.865,3,81.97,retry_later,0,0.0
4828.81,network_error,card,0.804,1,19.33,request_alternative_payment,1,4828.81
21037.65,expired_card,card,0.82,0,72.83,request_card_update,0,0.0
8492.71,expired_card,upi,0.948,0,3.78,request_alternative_payment,1,8492.71
3601.17,insufficient_funds,card,0.796,2,11.33,retry_later,1,3601.17
6056.7,card_declined,upi,0.847,2,5.97,request_alternative_payment,0,0.0
3766.64,insufficient_funds,card,0.647,2,10.46,retry_now,0,0.0
9943.86,insufficient_funds,upi,0.667,0,11.83,request_alternative_payment,0,0.0
1722.33,insufficient_funds,card,0.576,0,8.46,request_card_update,0,0.0
2586.95,expired_card,netbanking,0.591,1,4.26,request_alternative_payment,0,0.0
7199.34,insufficient_funds,card,0.982,1,17.66,request_card_update,1,7199.34
13330.35,card_declined,card,0.832,1,6.02,request_card_update,0,0.0
858.87,card_declined,wallet,0.589,1,1.48,retry_now,1,858.87
15014.48,insufficient_funds,card,0.886,2,24.07,retry_now,0,0.0
4469.74,card_declined,card,0.836,1,16.23,request_alternative_payment,1,4469.74
1107.76,insufficient_funds,card,0.788,0,39.95,request_alternative_payment,0,0.0
452.96,card_declined,upi,0.781,0,20.17,retry_now,0,0.0
1470.98,card_declined,upi,0.733,1,1.57,retry_now,0,0.0
4921.8,network_error,upi,0.584,0,16.83,retry_now,1,4921.8
4743.24,network_error,card,0.591,1,15.71,retry_now,0,0.0
8297.87,network_error,card,0.809,0,10.52,retry_now,1,8297.87
3221.5,card_declined,card,0.794,1,1.88,request_card_update,0,0.0
2060.62,insufficient_funds,card,0.862,0,3.06,retry_later,1,2060.62
3592.93,card_declined,card,0.905,0,70.02,request_card_update,1,3592.93
5136.26,expired_card,upi,0.902,0,21.28,retry_later,0,0.0
6013.8,insufficient_funds,upi,0.93,1,2.53,retry_later,1,6013.8
2659.41,insufficient_funds,upi,0.932,2,11.17,request_alternative_payment,0,0.0
10284.06,expired_card,upi,0.525,1,17.33,request_alternative_payment,0,0.0
3041.41,expired_card,upi,0.642,4,17.29,retry_now,0,0.0
2493.44,insufficient_funds,card,0.739,1,5.85,request_alternative_payment,0,0.0
3239.84,network_error,upi,0.904,0,2.68,retry_later,0,0.0
11814.29,card_declined,card,0.681,2,12.83,request_card_update,0,0.0
4496.06,card_declined,upi,0.573,1,37.32,retry_now,0,0.0
2868.61,card_declined,upi,0.747,1,2.65,request_alternative_payment,0,0.0
10488.97,expired_card,upi,0.594,1,9.65,retry_now,0,0.0
27761.13,insufficient_funds,netbanking,0.894,0,29.39,request_alternative_payment,1,27761.13
5913.18,network_error,card,0.733,3,24.97,retry_now,0,0.0
13416.86,insufficient_funds,card,0.752,2,35.93,retry_later,0,0.0
11453.56,card_declined,netbanking,0.924,3,25.9,request_alternative_payment,0,0.0
3079.99,network_error,card,0.539,1,10.31,retry_later,1,3079.99
5107.68,network_error,card,0.754,0,12.55,retry_later,0,0.0
1792.13,expired_card,card,0.788,0,29.1,request_card_update,1,1792.13
4243.91,network_error,card,0.74,2,3.29,retry_now,1,4243.91
3029.77,network_error,upi,0.914,0,38.31,retry_now,0,0.0
3622.37,insufficient_funds,netbanking,0.545,0,25.98,retry_now,0,0.0
2744.29,expired_card,upi,0.827,0,33.66,request_alternative_payment,1,2744.29
3973.95,card_declined,upi,0.855,4,19.44,request_alternative_payment,0,0.0
7653.97,card_declined,netbanking,0.898,2,30.34,retry_now,0,0.0
4544.17,card_declined,netbanking,0.787,2,10.81,retry_now,1,4544.17
1125.18,card_declined,card,0.655,2,0.42,retry_now,0,0.0
2752.59,card_declined,upi,0.705,2,7.79,request_alternative_payment,0,0.0
1482.78,insufficient_funds,card,0.881,0,23.45,retry_now,0,0.0
6078.06,insufficient_funds,card,0.669,1,24.81,request_card_update,0,0.0
7478.95,expired_card,netbanking,0.895,1,0.51,retry_later,0,0.0
6139.09,expired_card,netbanking,0.37,0,10.18,request_alternative_payment,0,0.0
2663.16,card_declined,netbanking,0.756,1,2.34,request_alternative_payment,1,2663.16
6091.66,expired_card,upi,0.734,0,7.6,request_card_update,1,6091.66
3432.7,card_declined,card,0.723,1,48.28,retry_now,0,0.0
2011.45,card_declined,card,0.712,2,9.64,retry_later,0,0.0
9051.96,expired_card,card,0.391,0,76.35,request_alternative_payment,0,0.0
9620.15,card_declined,card,0.638,0,0.96,request_card_update,1,9620.15
10681.94,network_error,upi,0.921,3,30.58,request_card_update,1,10681.94
3073.32,card_declined,upi,0.499,2,11.62,retry_later,0,0.0
12844.65,card_declined,card,0.981,2,10.79,request_alternative_payment,1,12844.65
3368.85,insufficient_funds,card,0.822,0,24.67,retry_now,0,0.0
8433.73,expired_card,card,0.646,2,17.83,retry_now,0,0.0
3322.47,insufficient_funds,netbanking,0.863,0,29.96,request_card_update,0,0.0
4179.75,card_declined,card,0.693,1,16.92,retry_now,1,4179.75
720.72,insufficient_funds,card,0.679,0,12.39,retry_later,0,0.0
3927.12,card_declined,card,0.88,0,4.54,retry_now,0,0.0
5377.96,card_declined,card,0.71,4,21.92,request_alternative_payment,0,0.0
3601.67,network_error,card,0.566,2,60.8,request_alternative_payment,0,0.0
20376.62,card_declined,netbanking,0.791,0,20.6,retry_later,0,0.0
1972.82,insufficient_funds,card,0.809,2,54.77,request_card_update,1,1972.82
3185.38,insufficient_funds,card,0.831,1,0.25,retry_later,1,3185.38
2424.29,insufficient_funds,card,0.844,0,9.33,request_card_update,1,2424.29
3184.89,network_error,card,0.924,0,62.82,retry_later,1,3184.89
11410.89,network_error,wallet,0.885,1,22.19,retry_now,1,11410.89
16311.39,insufficient_funds,upi,0.804,0,1.47,request_card_update,0,0.0
2854.23,card_declined,upi,0.498,3,10.14,request_card_update,0,0.0
2803.96,insufficient_funds,upi,0.881,2,27.44,request_card_update,1,2803.96
1981.26,expired_card,card,0.534,3,0.3,request_alternative_payment,1,1981.26
14217.4,expired_card,card,0.878,0,24.96,retry_later,0,0.0
12258.77,network_error,card,0.59,0,6.54,request_card_update,1,12258.77
4593.55,insufficient_funds,netbanking,0.873,1,24.01,request_alternative_payment,0,0.0
1636.5,card_declined,upi,0.866,1,44.83,retry_later,0,0.0
1757.88,expired_card,card,0.718,2,12.54,request_alternative_payment,1,1757.88
5731.29,insufficient_funds,netbanking,0.743,1,1.82,retry_later,0,0.0
7759.43,network_error,card,0.877,0,13.91,request_alternative_payment,1,7759.43
957.45,expired_card,card,0.698,2,4.53,request_card_update,1,957.45
3866.66,network_error,card,0.423,2,14.49,retry_now,0,0.0
18248.35,card_declined,card,0.922,2,2.45,retry_later,0,0.0
4201.45,card_declined,card,0.798,2,3.45,retry_later,0,0.0
16463.54,expired_card,wallet,0.64,1,14.11,retry_now,0,0.0
8403.72,card_declined,card,0.701,0,2.96,request_card_update,0,0.0
2100.16,expired_card,card,0.824,3,16.53,request_card_update,0,0.0
3956.27,card_declined,card,0.88,2,75.56,retry_now,1,3956.27
4510.84,network_error,card,0.765,1,9.15,request_card_update,1,4510.84
2333.64,expired_card,card,0.479,0,26.23,request_alternative_payment,0,0.0
2301.46,card_declined,card,0.65,0,5.57,retry_now,1,2301.46
16690.72,insufficient_funds,card,0.921,0,24.78,request_card_update,1,16690.72
2287.71,insufficient_funds,card,0.613,0,25.54,retry_now,1,2287.71
11848.33,network_error,card,0.835,2,56.18,retry_later,0,0.0
3526.3,card_declined,upi,0.784,1,30.81,request_card_update,0,0.0
4898.49,insufficient_funds,wallet,0.715,0,24.77,request_alternative_payment,1,4898.49
7837.45,expired_card,card,0.696,0,11.32,retry_now,0,0.0
3097.49,expired_card,upi,0.907,0,2.82,retry_later,1,3097.49
7875.54,expired_card,upi,0.798,1,31.61,retry_later,0,0.0
972.67,card_declined,upi,0.746,1,44.42,retry_now,0,0.0
7107.88,expired_card,upi,0.937,3,6.84,retry_later,0,0.0
693.93,expired_card,upi,0.807,0,1.17,request_alternative_payment,1,693.93
4170.19,insufficient_funds,wallet,0.918,3,9.51,retry_later,1,4170.19
9902.95,expired_card,card,0.928,0,65.58,request_alternative_payment,0,0.0
8225.79,card_declined,upi,0.761,4,28.2,retry_now,0,0.0
1769.52,expired_card,upi,0.592,2,20.56,retry_later,0,0.0
1961.49,network_error,wallet,0.533,3,2.37,retry_now,1,1961.49
2882.05,card_declined,upi,0.772,3,29.36,request_alternative_payment,0,0.0
5803.21,insufficient_funds,wallet,0.882,1,25.2,retry_later,1,5803.21
984.02,insufficient_funds,upi,0.698,1,29.49,retry_now,0,0.0
4947.38,insufficient_funds,upi,0.587,0,25.01,request_alternative_payment,1,4947.38
6414.63,network_error,netbanking,0.804,0,20.09,retry_later,1,6414.63
3986.88,expired_card,upi,0.709,0,11.27,retry_now,1,3986.88
7611.76,insufficient_funds,upi,0.926,0,12.88,retry_later,1,7611.76
5979.98,insufficient_funds,netbanking,0.727,0,0.25,retry_now,0,0.0
3241.75,network_error,card,0.732,0,6.19,retry_later,0,0.0
1062.35,insufficient_funds,wallet,0.431,2,17.95,request_alternative_payment,1,1062.35
5563.17,insufficient_funds,netbanking,0.779,2,0.25,retry_now,1,5563.17
2332.59,insufficient_funds,upi,0.54,3,46.41,retry_now,0,0.0
3147.99,card_declined,card,0.561,0,27.06,retry_now,0,0.0
7335.59,card_declined,card,0.768,4,3.17,retry_now,0,0.0
15538.25,expired_card,card,0.886,0,11.31,request_card_update,0,0.0
4850.05,insufficient_funds,card,0.749,0,11.81,retry_now,0,0.0
