amount,failure_reason,payment_method,customer_success_rate,customer_tenure_days,historical_payments,historical_failed_payments,historical_recovered_payments,historical_recovery_rate,days_since_last_success,previous_attempts,hours_since_failure,payment_hour,previous_recovery_attempts,previous_recovery_success,customer_recovery_history,intervention,recovered,recovered_amount
4801.17,expired_card,wallet,0.738,270,31,10,8,0.8,147.35,3,7.4,4,2,2,1.0,request_card_update,1,4801.17
3846.63,network_error,card,0.897,524,22,4,3,0.75,47.81,1,5.38,21,1,1,1.0,retry_later,1,3846.63
7079.51,network_error,wallet,0.784,481,17,2,2,1.0,1.98,1,13.56,17,3,1,0.3333333333333333,request_alternative_payment,1,7079.51
5108.73,network_error,upi,0.808,348,13,3,3,1.0,15.9,1,47.24,0,1,1,1.0,retry_now,1,5108.73
1824.82,insufficient_funds,card,0.59,485,20,6,4,0.6666666666666666,6.37,1,6.18,6,1,0,0.0,retry_now,0,0.0
1351.0,network_error,upi,0.617,364,20,9,8,0.8888888888888888,9.98,0,11.71,2,1,1,1.0,retry_later,1,1351.0
6170.4,network_error,card,0.887,261,26,4,4,1.0,47.32,2,4.96,0,2,2,1.0,retry_now,1,6170.4
15118.66,insufficient_funds,upi,0.71,591,25,8,7,0.875,5.49,2,4.2,9,0,0,0.0,request_card_update,1,15118.66
5327.68,card_declined,upi,0.883,329,16,2,2,1.0,66.31,0,18.59,9,0,0,0.0,retry_later,1,5327.68
9583.82,network_error,netbanking,0.617,248,19,9,5,0.5555555555555556,41.43,1,2.49,21,1,0,0.0,retry_later,1,9583.82
11242.32,expired_card,upi,0.752,347,24,8,7,0.875,30.56,1,11.31,13,0,0,0.0,retry_now,0,0.0
6189.61,expired_card,netbanking,0.637,263,23,8,5,0.625,36.32,0,6.98,0,3,1,0.3333333333333333,retry_later,0,0.0
2606.07,card_declined,card,0.914,320,20,2,2,1.0,16.99,4,29.91,21,1,1,1.0,retry_now,1,2606.07
5845.57,network_error,netbanking,0.74,262,22,6,6,1.0,32.28,0,20.46,19,1,1,1.0,request_alternative_payment,1,5845.57
13132.58,card_declined,netbanking,0.783,318,20,3,3,1.0,13.27,1,4.26,7,0,0,0.0,request_alternative_payment,0,0.0
7639.64,expired_card,upi,0.969,524,24,4,2,0.5,4.07,0,10.17,1,0,0,0.0,request_card_update,1,7639.64
9097.81,card_declined,card,0.95,183,15,3,3,1.0,20.78,1,8.25,3,0,0,0.0,request_alternative_payment,1,9097.81
3453.54,expired_card,wallet,0.79,360,13,3,1,0.3333333333333333,2.2,0,21.97,4,2,1,0.5,request_alternative_payment,0,0.0
4252.7,expired_card,netbanking,0.807,396,20,4,4,1.0,2.41,1,17.06,12,2,2,1.0,retry_now,0,0.0
4546.95,insufficient_funds,netbanking,0.745,1095,17,1,1,1.0,24.68,0,53.46,12,1,1,1.0,request_card_update,1,4546.95
4798.81,expired_card,card,0.532,1134,22,9,7,0.7777777777777778,3.4,1,2.49,19,1,0,0.0,retry_later,1,4798.81
12728.0,network_error,netbanking,0.596,498,19,9,6,0.6666666666666666,12.93,3,12.53,13,1,1,1.0,retry_later,1,12728.0
764.68,insufficient_funds,card,0.811,843,23,5,5,1.0,64.36,2,18.25,7,1,1,1.0,retry_later,1,764.68
5123.66,insufficient_funds,upi,0.827,429,20,5,5,1.0,4.2,3,4.55,12,2,1,0.5,request_card_update,0,0.0
4691.91,network_error,upi,0.83,536,15,1,1,1.0,13.94,1,10.54,5,0,0,0.0,retry_later,1,4691.91
1669.02,insufficient_funds,card,0.697,795,21,6,5,0.8333333333333334,29.07,1,4.56,19,0,0,0.0,retry_now,0,0.0
8557.87,insufficient_funds,card,0.658,383,17,5,5,1.0,44.02,2,25.26,8,1,1,1.0,request_card_update,1,8557.87
2800.61,card_declined,upi,0.802,560,33,5,4,0.8,1.35,1,4.13,13,1,1,1.0,request_card_update,1,2800.61
3757.72,insufficient_funds,card,0.748,906,16,4,3,0.75,11.33,1,6.12,9,2,1,0.5,retry_now,1,3757.72
21943.33,card_declined,upi,0.792,467,9,5,4,0.8,5.86,0,17.53,5,0,0,0.0,request_card_update,0,0.0
11216.85,network_error,card,0.734,502,19,5,3,0.6,8.36,0,42.98,7,1,0,0.0,retry_now,1,11216.85
7917.12,insufficient_funds,card,0.765,604,23,10,7,0.7,12.41,1,4.76,10,1,1,1.0,request_alternative_payment,1,7917.12
6780.56,card_declined,upi,0.822,356,20,2,2,1.0,16.35,1,14.84,18,1,1,1.0,request_card_update,1,6780.56
4382.83,insufficient_funds,wallet,0.934,559,26,2,2,1.0,27.9,0,20.34,20,0,0,0.0,retry_later,1,4382.83
24752.83,expired_card,upi,0.796,193,19,1,1,1.0,6.92,3,22.01,12,0,0,0.0,retry_later,1,24752.83
9498.86,card_declined,card,0.863,957,19,4,4,1.0,23.24,1,0.25,21,3,2,0.6666666666666666,request_alternative_payment,1,9498.86
2745.05,network_error,wallet,0.733,190,15,4,4,1.0,8.72,1,7.38,3,2,1,0.5,request_card_update,1,2745.05
1631.27,network_error,wallet,0.966,302,24,0,0,0.0,9.15,0,64.23,15,3,3,1.0,retry_later,1,1631.27
7868.82,expired_card,upi,0.687,324,25,7,6,0.8571428571428571,75.48,4,12.43,4,3,3,1.0,retry_now,0,0.0
4781.44,card_declined,upi,0.724,194,15,4,4,1.0,16.72,1,30.8,0,1,1,1.0,retry_later,1,4781.44
1594.07,card_declined,card,0.933,380,15,1,1,1.0,5.79,0,8.27,0,2,2,1.0,retry_later,1,1594.07
7044.92,insufficient_funds,upi,0.894,442,19,1,1,1.0,85.2,4,1.69,7,3,3,1.0,retry_now,0,0.0
4031.81,card_declined,netbanking,0.901,360,17,1,1,1.0,9.94,2,4.32,22,0,0,0.0,request_alternative_payment,1,4031.81
7644.37,card_declined,wallet,0.909,345,12,2,2,1.0,10.83,1,24.87,6,0,0,0.0,request_alternative_payment,1,7644.37
7119.45,card_declined,card,0.843,561,26,5,3,0.6,18.52,1,32.19,13,1,1,1.0,retry_later,1,7119.45
3073.53,insufficient_funds,card,0.958,623,20,2,2,1.0,22.21,0,16.42,16,1,1,1.0,retry_later,1,3073.53
8295.5,card_declined,netbanking,0.82,401,18,1,1,1.0,50.39,3,15.1,4,1,1,1.0,request_card_update,0,0.0
3357.22,card_declined,netbanking,0.848,306,15,4,4,1.0,37.14,0,7.06,7,5,5,1.0,retry_later,1,3357.22
3536.48,card_declined,upi,0.808,174,12,4,3,0.75,44.33,0,7.93,19,1,1,1.0,request_card_update,1,3536.48
3266.18,network_error,card,0.606,476,16,4,2,0.5,9.0,1,2.33,5,3,2,0.6666666666666666,request_card_update,1,3266.18
12356.94,card_declined,upi,0.714,765,17,3,3,1.0,14.36,0,2.03,17,1,1,1.0,request_card_update,1,12356.94
3994.75,card_declined,upi,0.984,376,22,2,2,1.0,27.35,2,16.69,7,3,3,1.0,request_card_update,0,0.0
14990.14,card_declined,card,0.82,349,20,2,2,1.0,15.82,2,6.86,3,1,1,1.0,request_card_update,1,14990.14
20826.49,network_error,card,0.622,249,7,2,1,0.5,32.35,1,17.22,12,1,1,1.0,request_alternative_payment,1,20826.49
2768.93,network_error,card,0.911,470,8,3,3,1.0,33.85,0,23.47,20,0,0,0.0,request_card_update,1,2768.93
483.18,insufficient_funds,upi,0.884,903,17,1,1,1.0,7.17,1,7.37,9,0,0,0.0,retry_now,1,483.18
11531.07,insufficient_funds,card,0.551,538,22,10,6,0.6,5.41,1,51.46,3,2,1,0.5,retry_later,1,11531.07
3803.27,network_error,upi,0.849,253,25,7,7,1.0,33.75,2,11.0,13,1,0,0.0,retry_later,1,3803.27
2500.5,network_error,card,0.645,491,19,10,5,0.5,48.9,1,9.03,9,1,1,1.0,retry_later,1,2500.5
3121.97,insufficient_funds,card,0.922,544,23,2,2,1.0,15.94,4,9.5,14,0,0,0.0,retry_now,1,3121.97
3587.97,card_declined,wallet,0.885,716,19,3,1,0.3333333333333333,6.1,0,12.46,13,0,0,0.0,retry_now,0,0.0
14114.36,insufficient_funds,upi,0.783,167,21,7,5,0.7142857142857143,92.96,0,36.41,6,0,0,0.0,request_card_update,1,14114.36
5682.36,network_error,card,0.642,221,17,5,2,0.4,28.95,2,5.51,0,1,1,1.0,retry_now,1,5682.36
13961.69,insufficient_funds,upi,0.69,220,17,5,2,0.4,3.98,0,23.48,19,0,0,0.0,retry_later,0,0.0
7424.71,network_error,card,0.55,163,13,3,1,0.3333333333333333,44.5,1,27.75,23,4,2,0.5,retry_later,0,0.0
3904.2,network_error,upi,0.85,284,21,1,1,1.0,19.75,3,38.31,1,2,2,1.0,request_alternative_payment,0,0.0
3658.86,network_error,card,0.871,332,21,1,1,1.0,21.52,0,13.3,11,3,3,1.0,retry_later,1,3658.86
7835.97,expired_card,wallet,0.371,232,18,9,4,0.4444444444444444,38.77,2,2.31,7,2,0,0.0,request_alternative_payment,0,0.0
9638.62,card_declined,card,0.851,969,11,1,1,1.0,2.99,1,27.3,0,3,2,0.6666666666666666,request_alternative_payment,1,9638.62
11099.19,network_error,netbanking,0.887,920,19,2,2,1.0,52.0,1,1.19,13,0,0,0.0,request_card_update,1,11099.19
4056.04,network_error,upi,0.711,330,17,6,4,0.6666666666666666,136.22,0,1.66,3,0,0,0.0,request_card_update,1,4056.04
5752.32,network_error,card,0.569,564,13,8,5,0.625,36.03,0,13.61,7,0,0,0.0,request_alternative_payment,1,5752.32
7977.86,card_declined,netbanking,0.702,740,20,4,4,1.0,87.6,2,1.74,20,0,0,0.0,retry_now,1,7977.86
3677.62,insufficient_funds,card,0.729,820,24,7,6,0.8571428571428571,12.69,0,2.75,10,1,1,1.0,retry_later,1,3677.62
2016.75,expired_card,upi,0.831,699,24,7,7,1.0,7.28,0,62.69,23,1,1,1.0,request_card_update,1,2016.75
2623.27,insufficient_funds,netbanking,0.57,682,16,6,5,0.8333333333333334,5.65,1,14.7,19,3,3,1.0,retry_later,1,2623.27
4123.12,expired_card,card,0.77,324,16,5,3,0.6,1.12,0,48.36,17,3,2,0.6666666666666666,request_alternative_payment,1,4123.12
8492.67,insufficient_funds,card,0.93,316,13,1,1,1.0,37.37,0,6.51,15,0,0,0.0,retry_later,1,8492.67
13689.37,card_declined,netbanking,0.879,579,12,2,2,1.0,41.89,0,28.71,4,3,3,1.0,request_alternative_payment,1,13689.37
1689.78,expired_card,card,0.853,900,20,3,3,1.0,3.88,0,18.35,18,0,0,0.0,retry_later,0,0.0
3100.5,network_error,wallet,0.871,221,19,3,3,1.0,19.66,0,17.64,23,3,3,1.0,request_card_update,1,3100.5
3755.22,card_declined,card,0.786,264,22,5,5,1.0,18.27,0,20.1,6,2,1,0.5,retry_later,1,3755.22
9442.41,insufficient_funds,card,0.894,375,25,1,1,1.0,10.19,2,10.93,16,2,2,1.0,request_card_update,1,9442.41
3277.07,insufficient_funds,card,0.743,568,15,4,3,0.75,12.85,0,5.59,11,2,2,1.0,request_card_update,0,0.0
3545.4,insufficient_funds,upi,0.922,593,19,5,5,1.0,42.4,1,12.94,5,0,0,0.0,request_alternative_payment,1,3545.4
1615.82,card_declined,wallet,0.876,626,10,1,1,1.0,59.71,1,25.34,23,3,3,1.0,retry_later,1,1615.82
7360.76,card_declined,card,0.922,402,17,0,0,0.0,8.63,0,28.17,2,3,3,1.0,request_alternative_payment,1,7360.76
4394.35,insufficient_funds,upi,0.365,678,18,11,4,0.36363636363636365,5.48,3,3.86,18,3,2,0.6666666666666666,request_alternative_payment,1,4394.35
2963.0,card_declined,card,0.763,437,18,4,3,0.75,21.56,0,12.09,10,1,1,1.0,retry_now,1,2963.0
4062.62,expired_card,card,0.853,537,18,4,3,0.75,32.83,2,7.42,21,0,0,0.0,retry_later,1,4062.62
12317.66,network_error,card,0.473,572,17,11,8,0.7272727272727273,57.49,0,26.26,2,3,2,0.6666666666666666,retry_later,1,12317.66
2237.88,card_declined,upi,0.723,443,16,5,5,1.0,38.05,0,33.31,12,0,0,0.0,request_card_update,1,2237.88
2550.04,expired_card,upi,0.802,232,27,5,4,0.8,17.52,1,1.07,4,3,3,1.0,request_alternative_payment,1,2550.04
13615.92,card_declined,card,0.692,539,9,1,1,1.0,11.06,2,19.23,0,1,1,1.0,retry_later,1,13615.92
5312.47,insufficient_funds,wallet,0.563,561,22,7,3,0.42857142857142855,77.74,0,7.14,17,0,0,0.0,request_alternative_payment,0,0.0
8544.1,card_declined,card,0.789,261,13,2,2,1.0,24.9,1,15.78,13,0,0,0.0,request_alternative_payment,1,8544.1
6895.3,expired_card,netbanking,0.82,411,20,1,0,0.0,11.0,0,7.34,14,0,0,0.0,request_card_update,1,6895.3
4860.64,insufficient_funds,card,0.982,555,17,0,0,0.0,67.63,1,9.4,17,0,0,0.0,request_alternative_payment,1,4860.64
3784.06,insufficient_funds,upi,0.892,932,20,1,1,1.0,3.13,0,34.26,15,0,0,0.0,request_card_update,1,3784.06
9724.85,expired_card,card,0.54,635,19,8,5,0.625,20.58,1,42.76,4,0,0,0.0,retry_later,0,0.0
12670.89,network_error,upi,0.858,188,18,2,1,0.5,4.36,2,11.12,7,1,1,1.0,retry_later,1,12670.89
11902.98,network_error,netbanking,0.84,873,20,1,1,1.0,9.48,1,24.58,1,2,1,0.5,request_card_update,1,11902.98
1936.85,network_error,upi,0.829,256,19,1,1,1.0,8.6,2,21.09,9,3,3,1.0,request_card_update,1,1936.85
14201.77,network_error,card,0.755,458,15,2,2,1.0,160.62,1,32.45,17,0,0,0.0,request_card_update,1,14201.77
3755.01,insufficient_funds,upi,0.628,243,22,6,4,0.6666666666666666,14.92,1,4.13,3,1,0,0.0,request_card_update,1,3755.01
2733.04,network_error,card,0.607,169,20,10,6,0.6,0.51,0,17.51,17,1,0,0.0,retry_now,1,2733.04
4366.56,insufficient_funds,card,0.768,516,16,4,4,1.0,10.9,1,12.84,11,1,1,1.0,request_alternative_payment,1,4366.56
9721.51,insufficient_funds,upi,0.677,456,13,6,5,0.8333333333333334,20.74,1,7.23,20,0,0,0.0,retry_now,1,9721.51
7704.54,expired_card,wallet,0.959,280,22,1,1,1.0,8.04,4,22.26,16,1,1,1.0,retry_now,0,0.0
4076.05,insufficient_funds,card,0.818,93,20,4,4,1.0,38.8,0,4.58,10,2,1,0.5,request_card_update,1,4076.05
9772.48,insufficient_funds,upi,0.895,811,26,4,4,1.0,7.88,0,5.07,20,2,2,1.0,request_alternative_payment,1,9772.48
5591.94,insufficient_funds,netbanking,0.68,338,18,2,2,1.0,4.08,2,13.75,16,1,0,0.0,request_card_update,1,5591.94
3161.54,network_error,upi,0.762,862,11,3,3,1.0,21.92,1,9.44,7,2,2,1.0,retry_now,1,3161.54
2837.74,expired_card,upi,0.529,261,19,10,6,0.6,15.1,1,1.09,10,2,0,0.0,request_alternative_payment,0,0.0
6942.25,insufficient_funds,card,0.664,575,16,3,2,0.6666666666666666,5.32,3,24.71,22,0,0,0.0,retry_now,0,0.0
4680.59,card_declined,card,0.767,338,19,2,0,0.0,82.5,0,0.38,19,2,2,1.0,retry_later,0,0.0
1663.68,network_error,card,0.467,691,19,7,4,0.5714285714285714,15.15,1,34.82,0,1,1,1.0,request_card_update,1,1663.68
9847.0,card_declined,upi,0.883,324,24,4,3,0.75,16.24,0,2.34,16,2,2,1.0,request_card_update,1,9847.0
3404.91,insufficient_funds,card,0.819,554,22,10,7,0.7,7.47,0,25.99,11,1,0,0.0,request_card_update,1,3404.91
17870.18,insufficient_funds,upi,0.693,546,19,3,2,0.6666666666666666,36.96,0,26.33,16,0,0,0.0,retry_now,1,17870.18
1627.5,card_declined,upi,0.788,290,19,3,3,1.0,2.67,2,0.94,22,1,1,1.0,request_alternative_payment,0,0.0
4326.99,insufficient_funds,card,0.93,744,16,1,1,1.0,3.44,2,22.11,0,2,2,1.0,retry_now,1,4326.99
2856.1,network_error,upi,0.762,1190,19,4,4,1.0,2.38,0,24.86,3,2,2,1.0,request_card_update,1,2856.1
2291.26,insufficient_funds,upi,0.758,339,12,1,1,1.0,4.5,0,16.27,15,1,1,1.0,request_alternative_payment,1,2291.26
3387.21,network_error,upi,0.763,219,19,5,3,0.6,57.01,2,18.5,11,1,1,1.0,retry_later,0,0.0
20612.38,network_error,upi,0.82,563,16,1,1,1.0,5.35,0,28.26,9,1,1,1.0,retry_later,1,20612.38
5607.66,card_declined,card,0.698,185,20,5,5,1.0,11.05,1,40.22,5,0,0,0.0,request_card_update,0,0.0
2654.01,network_error,upi,0.926,556,21,2,2,1.0,6.35,1,28.02,17,1,1,1.0,retry_now,1,2654.01
1157.82,insufficient_funds,netbanking,0.988,501,23,2,2,1.0,7.33,4,30.4,9,0,0,0.0,retry_now,0,0.0
1261.56,insufficient_funds,upi,0.701,732,15,4,4,1.0,7.12,1,8.89,23,2,1,0.5,retry_later,0,0.0
3255.24,card_declined,upi,0.953,237,20,4,4,1.0,14.77,0,27.56,8,1,1,1.0,retry_later,1,3255.24
3011.65,network_error,card,0.869,991,17,2,2,1.0,0.5,0,11.12,16,2,2,1.0,retry_later,1,3011.65
4179.52,network_error,netbanking,0.877,441,22,2,2,1.0,24.11,1,0.73,1,0,0,0.0,retry_later,1,4179.52
811.96,card_declined,card,0.82,309,16,2,2,1.0,33.55,1,9.18,1,1,1,1.0,retry_later,1,811.96
4646.4,network_error,card,0.776,406,21,7,6,0.8571428571428571,16.55,0,6.02,12,0,0,0.0,request_alternative_payment,1,4646.4
11377.32,insufficient_funds,card,0.781,643,22,3,3,1.0,1.06,1,8.52,12,0,0,0.0,retry_later,1,11377.32
18314.83,insufficient_funds,netbanking,0.58,615,19,10,6,0.6,26.4,1,42.88,18,0,0,0.0,retry_later,0,0.0
1098.43,insufficient_funds,upi,0.515,194,24,9,4,0.4444444444444444,69.41,0,3.25,19,1,1,1.0,request_alternative_payment,0,0.0
2633.53,expired_card,netbanking,0.87,254,17,1,1,1.0,10.61,0,24.6,23,2,2,1.0,request_card_update,1,2633.53
2524.52,card_declined,upi,0.28,192,14,11,5,0.45454545454545453,0.83,0,21.54,18,2,0,0.0,retry_now,1,2524.52
5618.22,card_declined,netbanking,0.785,482,18,3,2,0.6666666666666666,5.99,1,2.55,0,1,1,1.0,retry_now,1,5618.22
1884.42,network_error,upi,0.868,644,16,4,3,0.75,8.85,0,2.03,15,1,1,1.0,retry_now,1,1884.42
19206.5,insufficient_funds,upi,0.876,292,18,1,1,1.0,5.14,1,2.32,11,3,1,0.3333333333333333,request_alternative_payment,1,19206.5
5177.16,insufficient_funds,card,0.759,543,15,1,1,1.0,1.76,2,27.44,12,1,1,1.0,retry_now,1,5177.16
4530.9,insufficient_funds,upi,0.808,250,19,5,3,0.6,57.09,0,61.41,0,0,0,0.0,request_alternative_payment,1,4530.9
17878.68,insufficient_funds,upi,0.768,280,16,3,2,0.6666666666666666,30.58,2,3.34,10,1,1,1.0,request_card_update,1,17878.68
4936.22,card_declined,card,0.944,449,24,1,1,1.0,5.04,2,16.5,16,2,2,1.0,request_alternative_payment,0,0.0
6887.31,insufficient_funds,card,0.574,249,4,1,1,1.0,0.5,0,6.97,17,1,0,0.0,request_alternative_payment,1,6887.31
2742.31,network_error,card,0.831,121,14,1,1,1.0,33.26,2,2.77,23,2,2,1.0,request_alternative_payment,1,2742.31
1670.36,network_error,card,0.811,309,18,1,1,1.0,46.81,0,21.17,22,0,0,0.0,retry_now,0,0.0
3068.38,expired_card,upi,0.921,1022,17,3,3,1.0,9.2,0,27.34,17,1,1,1.0,request_card_update,1,3068.38
28760.95,insufficient_funds,upi,0.794,506,15,5,3,0.6,0.5,0,21.07,8,1,1,1.0,retry_now,1,28760.95
8296.67,card_declined,wallet,0.7,850,17,5,4,0.8,31.38,3,12.34,15,1,0,0.0,request_card_update,1,8296.67
6228.07,insufficient_funds,upi,0.972,357,21,0,0,0.0,5.42,2,30.43,5,3,3,1.0,retry_now,0,0.0
2289.51,insufficient_funds,upi,0.861,238,25,3,3,1.0,19.56,0,3.51,18,0,0,0.0,request_card_update,1,2289.51
10365.04,card_declined,upi,0.891,395,21,4,4,1.0,2.05,0,25.32,4,0,0,0.0,request_alternative_payment,1,10365.04
1687.56,card_declined,upi,0.828,128,12,1,1,1.0,7.2,0,8.22,10,2,2,1.0,retry_now,1,1687.56
1427.31,network_error,card,0.32,378,27,16,4,0.25,46.79,2,5.04,1,1,0,0.0,retry_later,1,1427.31
3197.37,network_error,card,0.746,144,18,5,4,0.8,19.9,1,0.74,16,1,1,1.0,retry_later,1,3197.37
23879.75,insufficient_funds,card,0.81,402,19,5,5,1.0,1.59,0,27.82,23,3,2,0.6666666666666666,retry_later,1,23879.75
22822.65,expired_card,upi,0.678,435,14,3,3,1.0,89.51,2,2.33,5,2,2,1.0,retry_later,1,22822.65
3484.93,insufficient_funds,card,0.806,229,14,4,3,0.75,0.5,1,14.76,10,0,0,0.0,request_alternative_payment,1,3484.93
2915.61,expired_card,upi,0.498,186,19,10,5,0.5,42.27,0,23.92,9,0,0,0.0,retry_later,0,0.0
1346.01,card_declined,wallet,0.858,1195,22,1,1,1.0,2.83,1,9.81,20,1,1,1.0,retry_now,1,1346.01
5322.07,insufficient_funds,upi,0.588,517,25,9,5,0.5555555555555556,11.57,2,30.09,0,1,1,1.0,request_alternative_payment,1,5322.07
5691.92,card_declined,card,0.867,533,23,2,2,1.0,36.5,0,18.3,22,2,2,1.0,retry_now,1,5691.92
9403.51,insufficient_funds,upi,0.692,1249,23,9,9,1.0,3.99,3,32.89,11,1,1,1.0,retry_later,1,9403.51
10360.54,network_error,upi,0.775,267,19,2,2,1.0,29.73,2,0.77,6,1,1,1.0,retry_now,1,10360.54
4269.52,insufficient_funds,netbanking,0.743,840,16,1,1,1.0,23.31,1,2.77,19,2,2,1.0,retry_now,1,4269.52
7801.06,network_error,netbanking,0.696,798,24,4,2,0.5,23.18,0,64.5,14,1,0,0.0,retry_now,1,7801.06
2854.59,insufficient_funds,card,0.865,364,23,4,4,1.0,128.52,1,28.52,4,1,1,1.0,request_alternative_payment,1,2854.59
7683.48,expired_card,wallet,0.736,573,15,8,6,0.75,5.28,0,4.57,18,3,2,0.6666666666666666,request_alternative_payment,1,7683.48
3332.26,insufficient_funds,card,0.845,773,19,5,5,1.0,18.99,1,10.81,15,3,2,0.6666666666666666,request_alternative_payment,1,3332.26
7221.08,network_error,card,0.963,408,9,0,0,0.0,41.37,1,5.07,13,2,2,1.0,retry_now,1,7221.08
6768.23,network_error,card,0.883,541,19,3,3,1.0,28.54,2,34.62,12,1,1,1.0,request_alternative_payment,1,6768.23
5282.93,insufficient_funds,card,0.48,124,19,8,6,0.75,16.67,0,2.71,15,2,1,0.5,retry_now,1,5282.93
9441.07,insufficient_funds,card,0.843,514,14,7,6,0.8571428571428571,9.71,4,8.18,8,2,2,1.0,retry_later,1,9441.07
1423.5,card_declined,card,0.622,186,18,9,5,0.5555555555555556,48.6,0,9.97,1,3,2,0.6666666666666666,request_card_update,1,1423.5
2132.95,network_error,card,0.688,1162,22,9,8,0.8888888888888888,7.55,2,21.94,0,0,0,0.0,retry_now,1,2132.95
4028.48,network_error,card,0.755,478,29,10,8,0.8,9.97,1,8.84,20,2,2,1.0,retry_now,1,4028.48
1575.9,insufficient_funds,wallet,0.962,991,23,0,0,0.0,0.81,1,5.8,22,3,3,1.0,retry_later,1,1575.9
3610.86,expired_card,upi,0.919,293,27,2,2,1.0,25.24,3,4.37,5,6,5,0.8333333333333334,request_alternative_payment,1,3610.86
3705.19,expired_card,upi,0.841,383,16,4,4,1.0,18.15,2,21.57,3,4,2,0.5,request_card_update,0,0.0
14256.1,network_error,netbanking,0.666,440,24,11,9,0.8181818181818182,43.03,2,21.84,7,1,1,1.0,retry_now,1,14256.1
5603.91,insufficient_funds,upi,0.547,232,19,8,6,0.75,31.49,2,16.84,12,1,1,1.0,request_alternative_payment,1,5603.91
11392.8,insufficient_funds,card,0.9,431,20,2,2,1.0,38.39,0,56.93,3,3,3,1.0,request_alternative_payment,1,11392.8
6364.77,expired_card,wallet,0.928,127,20,2,2,1.0,19.62,0,2.16,5,0,0,0.0,request_alternative_payment,0,0.0
3257.32,network_error,card,0.728,382,16,4,3,0.75,46.46,0,21.53,21,2,1,0.5,request_alternative_payment,1,3257.32
5564.52,card_declined,upi,0.865,641,18,4,4,1.0,14.92,1,33.68,20,0,0,0.0,request_alternative_payment,1,5564.52
8961.87,expired_card,netbanking,0.645,461,16,4,2,0.5,20.03,1,11.67,23,0,0,0.0,request_alternative_payment,0,0.0
12989.73,insufficient_funds,card,0.528,234,30,9,8,0.8888888888888888,75.68,1,6.41,11,0,0,0.0,request_card_update,0,0.0
4497.81,network_error,card,0.653,379,20,7,6,0.8571428571428571,1.47,0,18.45,23,1,1,1.0,request_card_update,1,4497.81
1338.34,network_error,netbanking,0.601,630,18,12,9,0.75,12.04,0,21.53,8,0,0,0.0,request_card_update,1,1338.34
1265.16,network_error,upi,0.794,548,14,3,3,1.0,48.95,0,60.64,6,2,1,0.5,retry_now,1,1265.16
3850.9,network_error,card,0.978,484,22,1,1,1.0,55.44,0,10.3,23,1,1,1.0,request_alternative_payment,1,3850.9
770.37,card_declined,wallet,0.878,223,12,2,1,0.5,14.61,2,9.52,0,0,0,0.0,retry_now,0,0.0
21020.99,insufficient_funds,netbanking,0.907,313,20,4,4,1.0,5.99,3,24.91,5,0,0,0.0,request_alternative_payment,1,21020.99
8060.57,expired_card,netbanking,0.761,401,13,3,3,1.0,13.32,3,19.38,3,2,2,1.0,request_alternative_payment,1,8060.57
3006.88,network_error,card,0.979,721,19,0,0,0.0,7.95,0,2.78,21,3,3,1.0,retry_later,1,3006.88
2057.97,card_declined,netbanking,0.767,504,15,6,6,1.0,20.04,2,16.11,8,0,0,0.0,request_alternative_payment,1,2057.97
11380.86,expired_card,upi,0.665,342,16,7,6,0.8571428571428571,3.81,2,6.6,19,0,0,0.0,retry_later,1,11380.86
2051.41,insufficient_funds,upi,0.824,486,16,0,0,0.0,1.96,0,12.78,1,2,2,1.0,retry_now,1,2051.41
2214.12,card_declined,card,0.734,251,15,6,5,0.8333333333333334,25.86,1,36.48,23,0,0,0.0,request_card_update,1,2214.12
2709.28,expired_card,upi,0.637,455,15,9,6,0.6666666666666666,19.81,0,5.09,21,2,2,1.0,request_alternative_payment,1,2709.28
5477.82,network_error,card,0.501,562,13,10,6,0.6,34.02,2,4.6,3,0,0,0.0,retry_later,0,0.0
8215.94,expired_card,wallet,0.816,485,16,3,3,1.0,7.22,0,4.8,20,1,0,0.0,request_alternative_payment,1,8215.94
12982.15,expired_card,upi,0.721,952,13,3,2,0.6666666666666666,61.44,0,7.07,19,3,1,0.3333333333333333,request_card_update,1,12982.15
11535.34,card_declined,upi,0.862,92,18,2,2,1.0,3.01,1,27.86,14,3,2,0.6666666666666666,request_alternative_payment,1,11535.34
5003.1,insufficient_funds,card,0.946,721,24,1,1,1.0,6.45,0,24.6,1,0,0,0.0,retry_now,1,5003.1
11311.9,network_error,card,0.911,329,13,1,1,1.0,25.18,2,0.46,3,0,0,0.0,retry_later,1,11311.9
2923.08,card_declined,upi,0.78,1395,18,2,2,1.0,30.08,4,4.27,18,2,2,1.0,retry_now,1,2923.08
1165.03,card_declined,netbanking,0.529,294,15,7,5,0.7142857142857143,2.84,2,13.97,14,1,1,1.0,request_card_update,1,1165.03
2922.77,card_declined,upi,0.399,296,18,11,6,0.5454545454545454,14.01,1,4.24,13,1,0,0.0,retry_now,1,2922.77
2623.29,insufficient_funds,card,0.778,399,22,3,3,1.0,3.8,0,3.64,9,1,1,1.0,retry_now,1,2623.29
3015.75,insufficient_funds,upi,0.859,717,19,5,5,1.0,45.15,0,27.99,12,2,2,1.0,request_alternative_payment,1,3015.75
2320.86,card_declined,card,0.749,306,10,6,5,0.8333333333333334,28.06,1,22.22,19,4,3,0.75,request_card_update,1,2320.86
